Filename,Absolute Permeability (um2),Tortuosity (ratio)
results35e.1c.txt,0.0008215,1.7304173
results35e.2c.txt,0.0027824,1.6664117
results35e.3c.txt,0.0142622,1.4737588
results35e.4c.txt,0.0598993,1.3454628
results35e.5c.txt,0.0947599,1.3822038
results35e.6c.txt,0.3114829,1.2832421
results35e.7c.txt,0.7066547,1.2957891
results35e.8c.txt,1.2525413,1.3018222
results35e.9c.txt,1.3869553,1.2674496
