Filename,Absolute Permeability (um2),Tortuosity (ratio)
results3e.2c8.txt,0.0012895,1.6078799
results3e.3c8.txt,0.0053361,1.5345618
results3e.4c8.txt,0.0192609,1.469061
results3e.5c8.txt,0.036572,1.4491419
results3e.6c8.txt,0.1454121,1.3364736
results3e.7c8.txt,0.4558594,1.3384398
results3e.8c8.txt,1.222084,1.2314396
