Filename,Absolute Permeability (um2),Tortuosity (ratio)
results4e.1.txt,0.0028283,1.5160029
results4e.2.txt,0.0088579,1.4275898
results4e.3.txt,0.0494808,1.3574767
results4e.4.txt,0.0973191,1.3091176
results4e.5.txt,0.2580355,1.2762006
results4e.6.txt,0.3253086,1.303556
results4e.7.txt,1.0898053,1.3152606
results4e.8.txt,1.2130328,1.290372
results4e.9.txt,1.4204198,1.2267977
