Filename,Absolute Permeability (um2),Tortuosity (ratio)
results3e.2c9.txt,0.0032415,1.5316248
results3e.3c9.txt,0.0253366,1.4217464
results3e.4c9.txt,0.072834,1.3855452
results3e.5c9.txt,0.1049686,1.3688987
results3e.6c9.txt,0.2706024,1.3026519
results3e.7c9.txt,0.6444441,1.3082288
results3e.8c9.txt,1.3066387,1.2218367
