Filename,Absolute Permeability (um2),Tortuosity (ratio)
results3e.2c7.txt,0.0006719,1.7098165
results3e.3c7.txt,0.0019953,1.6234919
results3e.4c7.txt,0.0045768,1.5294908
results3e.5c7.txt,0.0045948,1.5948681
results3e.6c7.txt,0.0361127,1.4089693
results3e.7c7.txt,0.279665,1.3716878
results3e.8c7.txt,1.0321083,1.2464154
