DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             1.222084
Formation Factor (ratio)                2.6746075
Cementation Factor (ratio)              2.0745223
pore density (1/um3)                    0.0008713
Tortuosity (ratio)                      1.2314396
Average Coordination Number             5.6011417
Average Throat Radius (um)              3.4775154
Average Pore Radius (um)                4.5545408
Average Throat Length (um)              11.48741
Pore to Throat Aspect ratio             12.2443536
Specific Surface (1/um)                 0.0004068
Pore Sphericity (ratio)                 8.1972433
Grain Sphericity (ratio)                0.7655554
Average Grain Radius (um)               2.9835104
Relative Young Module (ratio)           0.1038566

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    3.3418342
0.02                                    3.1140248
0.03                                    2.9072101
0.04                                    2.7471701
0.05                                    2.8674903
0.06                                    2.9085716
0.07                                    2.6796828
0.08                                    2.1066265
0.09                                    2.8619179
0.1                                     2.2925781
0.11                                    2.696559
0.12                                    2.7253254
0.13                                    2.9621269
0.14                                    2.4318471
0.15                                    2.3027544
0.16                                    2.1626154
0.17                                    2.4624292
0.18                                    2.4634353
0.19                                    2.166099
0.2                                     2.4720467
0.21                                    2.605585
0.22                                    2.4092913
0.23                                    2.5957405
0.24                                    2.5403428
0.25                                    1.9822844
0.26                                    2.1012058
0.27                                    2.1171778
0.28                                    2.1626489
0.29                                    2.4295015
0.3                                     2.1750689
0.31                                    2.2042187
0.32                                    1.8741842
0.33                                    2.0892422
0.34                                    2.1144051
0.35                                    2.3314809
0.36                                    1.8103056
0.37                                    1.9213481
0.38                                    2.1553946
0.39                                    2.2111734
0.4                                     1.9326008
0.41                                    2.0586817
0.42                                    2.2094385
0.43                                    2.5639088
0.44                                    2.1596785
0.45                                    2.1612227
0.46                                    2.4292977
0.47                                    2.0675298
0.48                                    2.2081032
0.49                                    2.0061384
0.5                                     2.3523515
0.51                                    2.2476338
0.52                                    2.4676223
0.53                                    1.6852635
0.54                                    2.1935474
0.55                                    2.0074336
0.56                                    2.2537742
0.57                                    2.0516684
0.58                                    2.5824524
0.59                                    2.3502477
0.6                                     2.0051248
