DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.0253366
Formation Factor (ratio)                15.3412053
Cementation Factor (ratio)              2.2051348
pore density (1/um3)                    0.0015882
Tortuosity (ratio)                      1.4217464
Average Coordination Number             3.4229636
Average Throat Radius (um)              1.9539606
Average Pore Radius (um)                2.7355132
Average Throat Length (um)              7.9200664
Pore to Throat Aspect ratio             5.9015278
Specific Surface (1/um)                 0.0002091
Pore Sphericity (ratio)                 3.9430216
Grain Sphericity (ratio)                0.7748087
Average Grain Radius (um)               4.1085466
Relative Young Module (ratio)           0.2109769

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.7685948
0.02                                    1.4295996
0.03                                    1.5821365
0.04                                    1.5282722
0.05                                    1.3609169
0.06                                    1.5319032
0.07                                    1.5426481
0.08                                    1.528889
0.09                                    1.4675857
0.1                                     1.4238355
0.11                                    1.4270915
0.12                                    1.3127881
0.13                                    1.5258084
0.14                                    1.431872
0.15                                    1.3936875
0.16                                    1.2680839
0.17                                    1.4979883
0.18                                    1.3420213
0.19                                    1.3680958
0.2                                     1.3533517
0.21                                    1.2938425
0.22                                    1.3430791
0.23                                    1.2403901
0.24                                    1.3356384
0.25                                    1.3552058
0.26                                    1.1988538
0.27                                    1.3811518
0.28                                    1.4447891
0.29                                    1.2015121
0.3                                     1.2213303
0.31                                    1.2907088
0.32                                    1.4999314
0.33                                    1.3923329
0.34                                    1.1758301
0.35                                    1.1854767
0.36                                    1.2625647
0.37                                    1.2415747
0.38                                    1.347617
0.39                                    1.2172901
0.4                                     1.3091848
0.41                                    1.2620283
0.42                                    1.2093624
0.43                                    1.3034103
0.44                                    1.3047766
0.45                                    1.3803397
0.46                                    1.262085
0.47                                    1.4285439
0.48                                    1.2955213
