DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.4558594
Formation Factor (ratio)                4.9802311
Cementation Factor (ratio)              2.1985035
pore density (1/um3)                    0.0010444
Tortuosity (ratio)                      1.3384398
Average Coordination Number             4.009929
Average Throat Radius (um)              2.8984401
Average Pore Radius (um)                3.6867011
Average Throat Length (um)              10.2999343
Pore to Throat Aspect ratio             9.0687482
Specific Surface (1/um)                 0.0002496
Pore Sphericity (ratio)                 6.6025965
Grain Sphericity (ratio)                0.7718583
Average Grain Radius (um)               3.6257296
Relative Young Module (ratio)           0.1734234

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    3.3466773
0.02                                    2.9905279
0.03                                    2.4482009
0.04                                    2.5746144
0.05                                    2.469094
0.06                                    2.2451394
0.07                                    2.0696552
0.08                                    2.5402777
0.09                                    2.5407693
0.1                                     2.1901078
0.11                                    2.3372276
0.12                                    2.2540926
0.13                                    2.2684203
0.14                                    1.9197915
0.15                                    1.9603259
0.16                                    1.9668516
0.17                                    1.9722361
0.18                                    1.7737346
0.19                                    1.7296543
0.2                                     1.8698612
0.21                                    2.1567289
0.22                                    1.9623676
0.23                                    1.7746181
0.24                                    1.8011733
0.25                                    1.6975213
0.26                                    1.8858654
0.27                                    1.9052079
0.28                                    1.7986204
0.29                                    1.8888035
0.3                                     1.8429164
0.31                                    1.7219097
0.32                                    1.7989522
0.33                                    1.7165165
0.34                                    1.7248904
0.35                                    1.6864984
0.36                                    1.5504316
0.37                                    1.6366463
0.38                                    1.6942384
0.39                                    1.6568865
0.4                                     1.4636223
0.41                                    1.6347654
0.42                                    1.7164167
0.43                                    1.5888331
0.44                                    1.6815766
0.45                                    1.7437164
0.46                                    1.5664886
0.47                                    1.6584292
0.48                                    1.6655508
0.49                                    1.786349
0.5                                     1.5987858
0.51                                    1.8336676
0.52                                    1.7549464
0.53                                    1.5293349
0.54                                    1.6991153
0.55                                    1.6270394
0.56                                    1.7213003
0.57                                    1.4414915
0.58                                    1.5704722
0.59                                    1.816425
0.6                                     1.2708404
0.61                                    1.5277068
0.62                                    1.6597106
0.63                                    1.6440379
0.64                                    1.3709255
0.65                                    1.5026517
0.66                                    1.5571246
0.67                                    1.5657567
0.68                                    1.3400282
0.69                                    1.5839545
0.7                                     1.5267857
0.71                                    1.4579548
0.72                                    1.3137787
0.73                                    1.3891431
0.74                                    1.5853205
0.75                                    1.4773645
0.76                                    1.5873463
0.77                                    1.392941
0.78                                    1.6585029
0.79                                    1.5400972
0.8                                     1.5658943
0.81                                    1.3753
0.82                                    1.4393545
0.83                                    1.3156609
0.84                                    1.6084532
0.85                                    1.4696511
0.86                                    1.5027268
0.87                                    1.2738303
0.88                                    1.2115765
0.89                                    1.4569497
0.9                                     1.5618165
0.91                                    1.3345611
0.92                                    1.5491536
0.93                                    1.5214406
0.94                                    1.6209071
0.95                                    1.3442701
0.96                                    1.3522963
0.97                                    1.3747071
0.98                                    1.1257217
0.99                                    1.205084
1.0                                     0.8678391


# Wetting Relative Permeability (fraction)
--------------------------------------------------
