DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             1.0321083
Formation Factor (ratio)                2.9034094
Cementation Factor (ratio)              2.0792787
pore density (1/um3)                    0.0010003
Tortuosity (ratio)                      1.2464154
Average Coordination Number             5.2880572
Average Throat Radius (um)              3.3071665
Average Pore Radius (um)                4.3808287
Average Throat Length (um)              10.9477244
Pore to Throat Aspect ratio             11.7070131
Specific Surface (1/um)                 0.0003622
Pore Sphericity (ratio)                 7.8029857
Grain Sphericity (ratio)                0.7675293
Average Grain Radius (um)               3.1964912
Relative Young Module (ratio)           0.1057028

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    3.1213634
0.02                                    2.708478
0.03                                    2.5386065
0.04                                    2.5210815
0.05                                    2.4233532
0.06                                    2.4769801
0.07                                    2.338959
0.08                                    1.9034985
0.09                                    2.4771053
0.1                                     1.9354224
0.11                                    2.4041914
0.12                                    2.4136624
0.13                                    2.6053618
0.14                                    2.2129359
0.15                                    2.0333385
0.16                                    1.9563591
0.17                                    2.1936798
0.18                                    2.2198955
0.19                                    2.0039953
0.2                                     2.3515971
0.21                                    2.2881678
0.22                                    2.1621821
0.23                                    2.4443045
0.24                                    2.3245698
0.25                                    1.7927271
0.26                                    1.9865691
0.27                                    2.0881437
0.28                                    1.8515612
0.29                                    2.2757217
0.3                                     1.9946252
0.31                                    2.0485021
0.32                                    1.8150291
0.33                                    1.9539909
0.34                                    2.0660056
0.35                                    2.1827854
0.36                                    1.7408909
0.37                                    1.7215831
0.38                                    2.0095074
0.39                                    2.0219862
0.4                                     1.9670477
0.41                                    1.9444713
0.42                                    2.0828738
0.43                                    2.3627168
0.44                                    1.9521035
0.45                                    1.9187696
0.46                                    2.3495378
0.47                                    1.9219814
0.48                                    2.1151616
0.49                                    1.7823965
0.5                                     2.1320157
0.51                                    2.0778648
0.52                                    2.2179442
0.53                                    1.6599396
0.54                                    2.0971645
0.55                                    1.9824395
0.56                                    2.0985307
0.57                                    1.9582966
0.58                                    2.3147701
0.59                                    2.2709869
0.6                                     1.8209032
0.61                                    1.5307721
0.62                                    1.7779986
0.63                                    1.9382538
0.64                                    2.0893076
0.65                                    1.758503
