DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.0045768
Formation Factor (ratio)                51.7847699
Cementation Factor (ratio)              2.3285641
pore density (1/um3)                    0.0016721
Tortuosity (ratio)                      1.5294908
Average Coordination Number             2.9522832
Average Throat Radius (um)              1.5167794
Average Pore Radius (um)                2.3413179
Average Throat Length (um)              7.1821391
Pore to Throat Aspect ratio             4.3721033
Specific Surface (1/um)                 0.0001535
Pore Sphericity (ratio)                 3.0300075
Grain Sphericity (ratio)                0.7685482
Average Grain Radius (um)               4.2621443
Relative Young Module (ratio)           0.3195769

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.0970774
0.02                                    1.2606904
0.03                                    1.1167257
0.04                                    0.9290936
0.05                                    1.0918187
0.06                                    1.1065748
0.07                                    1.1491501
0.08                                    1.1117853
0.09                                    1.0759712
0.1                                     1.0216573
0.11                                    0.8302371
0.12                                    1.0158432
0.13                                    1.135331
0.14                                    1.0447635
0.15                                    1.0834549
0.16                                    0.9217089
0.17                                    1.1957239
0.18                                    0.8190841
0.19                                    1.1307227
0.2                                     0.9756745
0.21                                    0.8191329
0.22                                    1.0706308
0.23                                    0.8825034
0.24                                    1.0475856
0.25                                    1.1559834
0.26                                    0.8987874
0.27                                    0.9950937
0.28                                    1.0671632
0.29                                    0.9190445
0.3                                     1.0149174
0.31                                    0.8720182
0.32                                    1.1432742
0.33                                    0.929807
0.34                                    1.1700213
0.35                                    0.9919203
0.36                                    0.9339222
0.37                                    1.0150008
0.38                                    1.1000894
0.39                                    0.9658931
0.4                                     1.1428777
0.41                                    0.9388002
0.42                                    0.9868135
0.43                                    1.0119819
0.44                                    0.9976649
0.45                                    1.0361992
0.46                                    0.9973436
0.47                                    0.9011416
0.48                                    1.0988292
0.49                                    1.0169039
0.5                                     1.0361148
0.51                                    0.7872336
0.52                                    0.9572786
0.53                                    0.9885129
0.54                                    0.9555802
0.55                                    0.9366835
0.56                                    0.9649362
0.57                                    1.1115171
0.58                                    0.8753163
0.59                                    1.2000026
0.6                                     0.9539028
0.61                                    0.9263521
0.62                                    1.0308185
0.63                                    0.9305022
0.64                                    0.9540741
0.65                                    0.9525184
0.66                                    0.9028184
0.67                                    0.9335985
0.68                                    0.9653824
0.69                                    0.698106
0.7                                     0.8833386
0.71                                    0.9840342
0.72                                    1.0867485
0.73                                    1.008479
0.74                                    0.9069572
0.75                                    0.9109576
0.76                                    0.8253509
0.77                                    0.871879
0.78                                    0.8448834
0.79                                    0.9883645
0.8                                     0.8558985
0.81                                    0.8858082
0.82                                    0.7776952
0.83                                    0.8593686
0.84                                    0.8653543
0.85                                    0.8967919
0.86                                    0.8417302
0.87                                    0.8425042
0.88                                    1.0192789
0.89                                    0.8170177
0.9                                     0.8467642
0.91                                    0.8764448
0.92                                    0.9420725
0.93                                    0.8569831
0.94                                    0.6812934
0.95                                    0.8536095
0.96                                    0.7571622
0.97                                    0.7812003
0.98                                    0.6709554
0.99                                    0.6414368
1.0                                     0.3497877


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.0266351
0.02                                    0.0316207
0.03                                    0.0209279
0.04                                    0.0186603
0.05                                    0.0207068
0.06                                    0.0320214
0.07                                    0.0193692
0.08                                    0.034291
0.09                                    0.0261722
0.1                                     0.0177838
0.11                                    0.0168184
0.12                                    0.0349478
0.13                                    0.0280257
0.14                                    0.0285705
0.15                                    0.0138924
0.16                                    0.0349551
0.17                                    0.028693
0.18                                    0.0425526
0.19                                    0.0155797
0.2                                     0.0321272
0.21                                    0.0275314
0.22                                    0.0200526
0.23                                    0.0236644
0.24                                    0.0370171
0.25                                    0.058501
0.26                                    0.0469593
0.27                                    0.0650881
0.28                                    0.0448183
0.29                                    0.078038
0.3                                     0.0672028
0.31                                    0.0858257
0.32                                    0.0841348
0.33                                    0.0799243
0.34                                    0.0734394
0.35                                    0.0753662
0.36                                    0.0843624
0.37                                    0.099387
0.38                                    0.0852492
