DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.0045948
Formation Factor (ratio)                52.4891687
Cementation Factor (ratio)              2.4804357
pore density (1/um3)                    0.0016202
Tortuosity (ratio)                      1.5948681
Average Coordination Number             2.7434628
Average Throat Radius (um)              1.5791294
Average Pore Radius (um)                2.3309226
Average Throat Length (um)              7.4811377
Pore to Throat Aspect ratio             4.3616082
Specific Surface (1/um)                 0.0001433
Pore Sphericity (ratio)                 3.3655744
Grain Sphericity (ratio)                0.7683153
Average Grain Radius (um)               4.2810069
Relative Young Module (ratio)           0.3506134

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.2249071
0.02                                    1.1885945
0.03                                    1.2076744
0.04                                    1.2629239
0.05                                    1.0736765
0.06                                    1.237048
0.07                                    1.1183214
0.08                                    1.1754832
0.09                                    1.1674554
0.1                                     1.3368865
0.11                                    1.0151618
0.12                                    1.07665
0.13                                    1.3358872
0.14                                    1.2016824
0.15                                    1.2842938
0.16                                    1.0680525
0.17                                    1.2528406
0.18                                    1.0103525
0.19                                    1.0242218
0.2                                     0.95508
0.21                                    1.0960615
0.22                                    1.1272671
0.23                                    0.9931064
0.24                                    1.0614041
0.25                                    1.0035923
0.26                                    0.8920638
0.27                                    1.0265033
0.28                                    1.0268245
0.29                                    0.9000716
0.3                                     0.916029
0.31                                    0.8919116
0.32                                    1.0462705
0.33                                    0.799785
0.34                                    1.1204301
0.35                                    0.8959159
0.36                                    1.074286
0.37                                    0.9971005
0.38                                    0.9489661
0.39                                    0.9922568
0.4                                     1.0704896
0.41                                    0.8835149
0.42                                    0.9843553
0.43                                    0.9812208
0.44                                    0.9706423
0.45                                    0.9429734
0.46                                    1.0027525
0.47                                    0.9452786
0.48                                    0.9485083
0.49                                    0.8891486
0.5                                     0.93054
0.51                                    0.9775455
0.52                                    0.9541447
0.53                                    0.9088754
0.54                                    0.8630785
0.55                                    0.7876217
0.56                                    0.9073351
0.57                                    0.7786128
0.58                                    0.9047752
0.59                                    1.0944907
0.6                                     0.7964824
0.61                                    0.7553986
0.62                                    0.8483833
0.63                                    0.8462755
0.64                                    0.9747157
0.65                                    0.9631147
0.66                                    0.8794848
0.67                                    1.0025442
0.68                                    1.1178303
0.69                                    0.8478432
0.7                                     0.9769981
0.71                                    0.8644414
0.72                                    1.0409902
0.73                                    0.943817
0.74                                    0.7913811
0.75                                    0.887288
0.76                                    0.8166946
0.77                                    0.797434
0.78                                    0.8093686
0.79                                    0.8736997
0.8                                     0.7959609
0.81                                    0.7705835
