DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             1.3869553
Formation Factor (ratio)                2.5435922
Cementation Factor (ratio)              2.1561356
pore density (1/um3)                    0.0004742
Tortuosity (ratio)                      1.2674496
Average Coordination Number             5.3665214
Average Throat Radius (um)              3.7619313
Average Pore Radius (um)                4.7039868
Average Throat Length (um)              12.6127518
Pore to Throat Aspect ratio             12.9728397
Specific Surface (1/um)                 0.0004234
Pore Sphericity (ratio)                 8.6659088
Grain Sphericity (ratio)                0.7418469
Average Grain Radius (um)               2.7189944
Relative Young Module (ratio)           0.3062986

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    3.6565134
0.02                                    4.5916526
0.03                                    3.5253097
0.04                                    3.4060287
0.05                                    3.343098
0.06                                    3.8343211
0.07                                    3.4572404
0.08                                    2.6597215
0.09                                    3.0545046
0.1                                     3.4801219
0.11                                    3.4014993
0.12                                    2.1739847
0.13                                    3.6884009
0.14                                    2.8281076
0.15                                    2.8584054
0.16                                    2.439112
0.17                                    2.3529608
0.18                                    2.8907389
0.19                                    2.3491455
0.2                                     2.3126138
0.21                                    2.4244395
0.22                                    3.2796819
0.23                                    1.893282
0.24                                    1.9487642
0.25                                    2.0891671
0.26                                    2.2296154
0.27                                    2.2614003
0.28                                    2.6503843
0.29                                    1.9873767
0.3                                     2.642963
0.31                                    1.9672183
0.32                                    2.6370075
0.33                                    3.0378626
0.34                                    1.7857649
0.35                                    1.9048319
0.36                                    2.2555443
0.37                                    2.1510461
0.38                                    1.6708509
0.39                                    2.2117228
0.4                                     2.3144924
0.41                                    1.5786126
0.42                                    1.7957208
0.43                                    1.5747065
0.44                                    2.7780122
0.45                                    2.328095
0.46                                    1.4899759
0.47                                    2.2864414
0.48                                    2.6481052
0.49                                    1.3160354
0.5                                     2.3973833
0.51                                    2.1197641
0.52                                    2.752058
0.53                                    2.0577018
0.54                                    1.8774329
0.55                                    1.8451332
0.56                                    2.2951927
0.57                                    1.8504132
0.58                                    2.6315564
0.59                                    2.1672859
0.6                                     1.5947736
0.61                                    1.4441663
0.62                                    2.0922542
0.63                                    1.750131
0.64                                    1.534481
0.65                                    1.2677929
0.66                                    1.8243673
0.67                                    2.3637868
0.68                                    0.8476714
0.69                                    1.8838599
0.7                                     2.1075607
0.71                                    1.5338418
0.72                                    2.2419314
0.73                                    2.1515555
0.74                                    1.5497136
0.75                                    2.0163416
0.76                                    1.2763068
0.77                                    2.5382714
0.78                                    2.1058755
0.79                                    1.7465252
0.8                                     1.4674511
0.81                                    1.794981
0.82                                    1.6820035
0.83                                    2.3774052
0.84                                    1.0395502
0.85                                    1.4547526
0.86                                    2.146137
0.87                                    1.6984227
0.88                                    1.0291553
0.89                                    1.4284604
0.9                                     1.3058716
0.91                                    1.7957513
0.92                                    1.922959
0.93                                    1.289521
0.94                                    1.0583643
0.95                                    1.2359466
0.96                                    1.2140575
0.97                                    1.8165056
0.98                                    1.5815076
0.99                                    2.1765086
1.0                                     0.434312


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.0050795
0.02                                    0.0092518
0.03                                    0.0107581
0.04                                    0.0095833
0.05                                    0.0137249
0.06                                    0.0050074
0.07                                    0.033042
0.08                                    0.0039538
0.09                                    0.0031603
0.1                                     0.0132652
0.11                                    0.025157
0.12                                    0.0011166
0.13                                    0.0191423
0.14                                    0.0095905
0.15                                    0.0322835
0.16                                    0.0018438
0.17                                    0.0031544
0.18                                    0.0063165
0.19                                    0.0095626
0.2                                     0.0078087
0.21                                    0.0045112
0.22                                    0.032681
0.23                                    0.0254414
0.24                                    0.0097477
0.25                                    0.0026045
0.26                                    0.0211468
0.27                                    0.010488
0.28                                    0.0484223
0.29                                    0.0188922
0.3                                     0.0287542
0.31                                    0.0130107
0.32                                    0.029632
0.33                                    0.0291093
0.34                                    0.03165
0.35                                    0.0271374
0.36                                    0.0323973
0.37                                    0.0427083
0.38                                    0.0368298
0.39                                    0.0216169
0.4                                     0.0353668
0.41                                    0.0299813
0.42                                    0.0344238
0.43                                    0.0538706
0.44                                    0.0239544
0.45                                    0.0277384
0.46                                    0.0324416
0.47                                    0.0288473
0.48                                    0.043074
0.49                                    0.0312064
0.5                                     0.0133586
0.51                                    0.0280458
0.52                                    0.01587
0.53                                    0.0310951
0.54                                    0.0433908
0.55                                    0.0225003
0.56                                    0.0200386
0.57                                    0.0413652
0.58                                    0.028717
0.59                                    0.035699
0.6                                     0.0366466
0.61                                    0.0352245
0.62                                    0.0213581
0.63                                    0.033257
0.64                                    0.0255989
0.65                                    0.018689
0.66                                    0.032094
0.67                                    0.0325756
0.68                                    0.045893
0.69                                    0.0518539
0.7                                     0.0509869
0.71                                    0.0461179
0.72                                    0.0670721
0.73                                    0.0673026
0.74                                    0.0411903
0.75                                    0.0432672
0.76                                    0.0715047
0.77                                    0.0613211
0.78                                    0.0698814
0.79                                    0.0898622
0.8                                     0.0400732
0.81                                    0.1050942
0.82                                    0.0842359
0.83                                    0.1008288
0.84                                    0.0862442
0.85                                    0.1753835
0.86                                    0.1668717
0.87                                    0.091742
0.88                                    0.1332821
0.89                                    0.1251001
0.9                                     0.2360548
0.91                                    0.22265
0.92                                    0.204814
0.93                                    0.1638388
