DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             1.0898053
Formation Factor (ratio)                3.0485476
Cementation Factor (ratio)              2.1459699
pore density (1/um3)                    0.0007426
Tortuosity (ratio)                      1.3152606
Average Coordination Number             3.6605659
Average Throat Radius (um)              3.3730113
Average Pore Radius (um)                4.1328086
Average Throat Length (um)              11.5353825
Pore to Throat Aspect ratio             10.9668601
Specific Surface (1/um)                 0.0003224
Pore Sphericity (ratio)                 7.8763415
Grain Sphericity (ratio)                0.7764813
Average Grain Radius (um)               2.9149436
Relative Young Module (ratio)           0.1267458

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    4.4547819
0.02                                    3.8877298
0.03                                    3.9543341
0.04                                    3.8206039
0.05                                    3.8688433
0.06                                    3.6747652
0.07                                    3.0764053
0.08                                    3.6997696
0.09                                    3.7265326
0.1                                     3.4889638
0.11                                    3.6279777
0.12                                    2.9118442
0.13                                    3.1373509
0.14                                    2.7210716
0.15                                    2.7412392
0.16                                    2.93696
0.17                                    2.7364744
0.18                                    2.7880354
0.19                                    2.6471547
0.2                                     2.1631538
0.21                                    2.0814685
0.22                                    2.1107553
0.23                                    2.4415212
0.24                                    2.7700528
0.25                                    2.1700452
0.26                                    1.9993109
0.27                                    1.9414117
0.28                                    2.4837851
0.29                                    2.5386728
0.3                                     1.8986005
0.31                                    2.021903
0.32                                    1.9302907
0.33                                    2.4119696
0.34                                    1.9809326
0.35                                    1.9475274
0.36                                    1.8158625
0.37                                    1.8130576
0.38                                    2.3527713
0.39                                    2.2874267
0.4                                     1.9728419
0.41                                    2.2457277
0.42                                    2.2271303
0.43                                    2.4442394
0.44                                    2.2916243
0.45                                    1.9657527
0.46                                    1.80032
0.47                                    1.8936114
0.48                                    1.7321213
0.49                                    1.9168099
0.5                                     1.9655104
0.51                                    2.1974271
0.52                                    2.0198833
0.53                                    1.5408901
0.54                                    1.6404093
0.55                                    1.7666466
0.56                                    1.8858964
0.57                                    1.7515721
0.58                                    2.030867
0.59                                    1.6878737
0.6                                     1.9467048
0.61                                    1.7546382
0.62                                    1.8727111
0.63                                    1.5112689
0.64                                    1.899002
0.65                                    1.7033654
0.66                                    1.6117732
0.67                                    1.9498012
0.68                                    2.1817508
0.69                                    2.1645192
0.7                                     1.7706308
0.71                                    1.5729374
0.72                                    1.6792133
0.73                                    1.6171978
0.74                                    1.6506824
0.75                                    1.5814751
0.76                                    1.6146606
0.77                                    1.5962081
0.78                                    1.5697595
0.79                                    1.8231079
0.8                                     1.979191
0.81                                    1.3151661
0.82                                    1.7205522
0.83                                    1.7414705
0.84                                    2.0415158
0.85                                    1.453749
0.86                                    1.3593471
0.87                                    2.0700149
0.88                                    1.3273903
0.89                                    1.4429824
0.9                                     1.439039
0.91                                    1.6873964
0.92                                    1.5170448
0.93                                    1.7851764
0.94                                    1.7012346
0.95                                    1.5221277
0.96                                    1.1037635
0.97                                    1.4233441
0.98                                    2.0095353
0.99                                    1.2193623
1.0                                     0.9359186


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.0193107
0.02                                    0.0192498
0.03                                    0.0248999
0.04                                    0.03003
0.05                                    0.0362513
0.06                                    0.0163377
0.07                                    0.0411202
0.08                                    0.0150765
0.09                                    0.0115767
0.1                                     0.0328896
0.11                                    0.034843
0.12                                    0.0134263
0.13                                    0.0149174
0.14                                    0.0130727
0.15                                    0.0496303
0.16                                    0.0136678
0.17                                    0.0128997
0.18                                    0.0175945
0.19                                    0.0274071
0.2                                     0.019816
0.21                                    0.0171589
0.22                                    0.0413399
0.23                                    0.0455541
0.24                                    0.0313052
0.25                                    0.0085033
0.26                                    0.0400384
0.27                                    0.028518
0.28                                    0.0505113
0.29                                    0.0475364
0.3                                     0.0409095
0.31                                    0.0344783
0.32                                    0.0966473
0.33                                    0.05055
0.34                                    0.0832237
0.35                                    0.04487
0.36                                    0.0477133
0.37                                    0.0763423
0.38                                    0.0505735
0.39                                    0.0671053
0.4                                     0.0723652
0.41                                    0.0665879
0.42                                    0.0859882
0.43                                    0.0828503
0.44                                    0.0686772
0.45                                    0.0740719
0.46                                    0.077285
0.47                                    0.0566494
0.48                                    0.067961
0.49                                    0.0582302
0.5                                     0.0688724
0.51                                    0.0771822
0.52                                    0.0639257
0.53                                    0.059011
0.54                                    0.0777022
0.55                                    0.0676706
0.56                                    0.058253
0.57                                    0.0858612
0.58                                    0.079355
0.59                                    0.0691809
0.6                                     0.0777057
0.61                                    0.066096
0.62                                    0.0823226
0.63                                    0.0841057
0.64                                    0.0895239
0.65                                    0.057762
0.66                                    0.0716015
0.67                                    0.0831308
0.68                                    0.0915239
0.69                                    0.0867902
0.7                                     0.0701766
0.71                                    0.0708156
0.72                                    0.0670278
0.73                                    0.1019878
0.74                                    0.0798364
0.75                                    0.0719811
0.76                                    0.0803683
0.77                                    0.090083
0.78                                    0.1146601
0.79                                    0.1130316
0.8                                     0.1137088
0.81                                    0.157117
0.82                                    0.1324977
0.83                                    0.1335845
0.84                                    0.1575122
0.85                                    0.1870221
0.86                                    0.2068055
0.87                                    0.1303928
0.88                                    0.1828887
0.89                                    0.1836443
0.9                                     0.2150232
0.91                                    0.2199828
0.92                                    0.2559222
0.93                                    0.1894993
0.94                                    0.1917627
0.95                                    0.2457678
0.96                                    0.2297228
0.97                                    0.2855559
0.98                                    0.2453532
0.99                                    0.2320979
1.0                                     0.9723619


# Non-Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.9831899
0.02                                    0.9065068
0.03                                    0.7613107
0.04                                    0.8037314
0.05                                    0.863773
0.06                                    0.8073398
0.07                                    0.875665
0.08                                    0.8821306
0.09                                    0.9365053
0.1                                     0.9094553
0.11                                    0.9132519
0.12                                    0.9001905
0.13                                    0.8540514
0.14                                    0.8802948
0.15                                    0.8791664
0.16                                    0.8759263
0.17                                    0.9077261
0.18                                    0.91462
0.19                                    0.9007449
0.2                                     0.8723563
0.21                                    0.8626979
0.22                                    0.8505789
0.23                                    0.8811516
0.24                                    0.8503032
0.25                                    0.8836255
0.26                                    0.8628216
0.27                                    0.8622321
0.28                                    0.8621837
0.29                                    0.8322964
0.3                                     0.8346296
0.31                                    0.8599201
0.32                                    0.828659
0.33                                    0.8469443
0.34                                    0.8386002
0.35                                    0.7739642
0.36                                    0.7560075
0.37                                    0.8067093
0.38                                    0.8207799
0.39                                    0.8305465
0.4                                     0.8365243
0.41                                    0.8028886
0.42                                    0.8057541
0.43                                    0.8430107
0.44                                    0.7899733
0.45                                    0.7606155
0.46                                    0.7296873
0.47                                    0.7551329
0.48                                    0.7873448
0.49                                    0.7379287
0.5                                     0.8153814
0.51                                    0.7066804
0.52                                    0.7721257
0.53                                    0.7609268
0.54                                    0.7766591
0.55                                    0.7518929
0.56                                    0.7073965
0.57                                    0.7499464
0.58                                    0.740125
0.59                                    0.7343218
0.6                                     0.7282189
0.61                                    0.767206
0.62                                    0.7486027
0.63                                    0.7132745
0.64                                    0.7320269
0.65                                    0.6781248
0.66                                    0.72111
0.67                                    0.6868913
0.68                                    0.6768895
0.69                                    0.6753929
0.7                                     0.7859276
0.71                                    0.654689
0.72                                    0.7178599
0.73                                    0.6782241
0.74                                    0.6425268
0.75                                    0.6301981
0.76                                    0.56664
0.77                                    0.678421
0.78                                    0.6363233
0.79                                    0.5488871
0.8                                     0.6816441
0.81                                    0.5353483
0.82                                    0.6162779
0.83                                    0.675655
0.84                                    0.5347664
0.85                                    0.5387521
0.86                                    0.544479
0.87                                    0.5851281
0.88                                    0.5532805
0.89                                    0.5150442
0.9                                     0.4204767
0.91                                    0.5669699
0.92                                    0.4053167
0.93                                    0.375619
0.94                                    0.3671321
0.95                                    0.3712373
0.96                                    0.4699435
0.97                                    0.425298
0.98                                    0.2650861
0.99                                    0.1869515
1.0                                     0.017053


# Two-point Correlation Function (1/um)
--------------------------------------------------
lag (px)                                Value
--------------------------------------------------
0.5                                     0.5335465
1.0                                     0.5330248
1.5                                     0.5321049
2.0                                     0.5316057
2.5                                     0.5282936
3.0                                     0.529709
3.5                                     0.5236185
4.0                                     0.529249
4.5                                     0.5201451
5.0                                     0.5218247
5.5                                     0.5201718
6.0                                     0.5204206
6.5                                     0.5183705
7.0                                     0.5218245
7.5                                     0.5233977
8.0                                     0.5160457
8.5                                     0.5156126
9.0                                     0.5131434
9.5                                     0.5163764
10.0                                    0.5212766
10.5                                    0.5101155
11.0                                    0.512539
11.5                                    0.5144144
12.0                                    0.5139401
12.5                                    0.51769
13.0                                    0.5168158
13.5                                    0.5051756
14.0                                    0.505561
14.5                                    0.5121111
15.0                                    0.5123036
15.5                                    0.506371
16.0                                    0.5116617
16.5                                    0.5120212
17.0                                    0.5052723
17.5                                    0.5074346
18.0                                    0.5076271
18.5                                    0.506393
19.0                                    0.500684
19.5                                    0.4993099
20.0                                    0.5027821
20.5                                    0.4980887
21.0                                    0.516237
21.5                                    0.5008761
22.0                                    0.5026725
22.5                                    0.5004992
23.0                                    0.4999749
23.5                                    0.4981501
24.0                                    0.502145
24.5                                    0.4998592
25.0                                    0.4980464
25.5                                    0.5047989
26.0                                    0.5024567
26.5                                    0.4974636
27.0                                    0.492618
27.5                                    0.4987801
28.0                                    0.489164
28.5                                    0.494011
29.0                                    0.4917771
29.5                                    0.4995611
30.0                                    0.4996917
30.5                                    0.496811
31.0                                    0.4884212
31.5                                    0.505136
32.0                                    0.4948564
32.5                                    0.4947831
33.0                                    0.489673
33.5                                    0.4937935
34.0                                    0.4763545
34.5                                    0.4723717
35.0                                    0.4896375
35.5                                    0.4901985
36.0                                    0.4883373
36.5                                    0.4935565
37.0                                    0.4830921
37.5                                    0.4871727
38.0                                    0.4932123
38.5                                    0.4857304
39.0                                    0.48195
39.5                                    0.4807849
40.0                                    0.4882678
40.5                                    0.5001743
41.0                                    0.48071
41.5                                    0.4846494
42.0                                    0.4864233
42.5                                    0.4683251
43.0                                    0.4932697
43.5                                    0.4915503
44.0                                    0.485651
44.5                                    0.4813386
45.0                                    0.4739431
45.5                                    0.4873571
46.0                                    0.4893052
46.5                                    0.4838144
47.0                                    0.4899796
47.5                                    0.4804383
48.0                                    0.4784432
48.5                                    0.4709649
49.0                                    0.4779792
49.5                                    0.483997
50.0                                    0.479051


# Pore Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    6.8171384
0.02                                    5.670185
0.03                                    9.253104
0.04                                    11.5708966
0.05                                    11.9075061
0.06                                    8.5980885
0.07                                    16.2807327
0.08                                    11.8725645
0.09                                    10.8587023
0.1                                     14.1694098
0.11                                    17.2037324
0.12                                    14.1836398
0.13                                    12.7070098
0.14                                    14.3741391
0.15                                    15.1059092
0.16                                    14.9689089
0.17                                    14.6735345
0.18                                    19.8348147
0.19                                    14.9343756
0.2                                     20.1906045
0.21                                    17.94544
0.22                                    14.154555
0.23                                    13.9658658
0.24                                    14.2182621
0.25                                    14.7616861
0.26                                    15.7333345
0.27                                    16.1240897
0.28                                    16.9425555
0.29                                    15.961111
0.3                                     18.386476
0.31                                    17.342018
0.32                                    14.2156089
0.33                                    17.0369171
0.34                                    19.6279983
0.35                                    15.4549184
0.36                                    15.2770639
0.37                                    17.1202257
0.38                                    18.9296734
0.39                                    16.8453885
0.4                                     21.8612456
0.41                                    16.5381023
0.42                                    18.3087086
0.43                                    18.0575664
0.44                                    14.9095137
0.45                                    16.2968407
0.46                                    19.6062959
0.47                                    14.5218162
0.48                                    17.0230311
0.49                                    20.46575
0.5                                     22.5917332
0.51                                    19.1041473
0.52                                    16.8990701
0.53                                    23.2397673
0.54                                    18.2877677
0.55                                    21.3304021
0.56                                    20.2670031
0.57                                    18.324589
0.58                                    20.3673903
0.59                                    21.7320883
0.6                                     17.5791788
0.61                                    19.5988392
0.62                                    17.5951454
0.63                                    24.4985039
0.64                                    19.3697461
0.65                                    21.7890249
0.66                                    23.0121696
0.67                                    23.6854032
0.68                                    20.7446128
0.69                                    26.970424
0.7                                     25.4762237
0.71                                    25.5810365
0.72                                    20.3488237
0.73                                    22.4921405
0.74                                    22.8975735
0.75                                    19.9563464
0.76                                    22.1903552
0.77                                    21.7577594
0.78                                    22.3094595
0.79                                    24.7855996
0.8                                     23.2463286
0.81                                    25.4443014
0.82                                    26.9091095
0.83                                    23.9720145
0.84                                    21.7416221
0.85                                    23.6541762
0.86                                    26.4349915
0.87                                    28.6943503
0.88                                    25.0011663
0.89                                    28.5977888
0.9                                     28.4990456
0.91                                    30.3033448
0.92                                    34.8537591
0.93                                    22.413397
0.94                                    26.3425547
0.95                                    34.1296842
0.96                                    32.3057579
0.97                                    33.1400362
0.98                                    38.8531981
0.99                                    42.6068287
1.0                                     51.7347062


# Throat Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    4.1187276
0.02                                    6.9372268
0.03                                    4.2659344
0.04                                    5.4846549
0.05                                    6.5047648
0.06                                    5.5414225
0.07                                    8.0046102
0.08                                    8.1114614
0.09                                    5.7600887
0.1                                     11.6362764
0.11                                    7.8036515
0.12                                    7.6856011
0.13                                    12.1837935
0.14                                    11.1578689
0.15                                    8.9644481
0.16                                    10.6580595
0.17                                    11.9869381
0.18                                    9.9984485
0.19                                    13.5010642
0.2                                     13.9219147
0.21                                    14.4613214
0.22                                    12.5031377
0.23                                    16.7792993
0.24                                    15.4843915
0.25                                    9.4900131
0.26                                    18.7119371
0.27                                    12.0898183
0.28                                    18.0785402
0.29                                    12.71694
0.3                                     16.9348062
0.31                                    12.8068965
0.32                                    20.4223711
0.33                                    13.7379924
0.34                                    13.0760922
0.35                                    15.9235704
0.36                                    18.3863833
0.37                                    17.0985209
0.38                                    15.3489379
0.39                                    15.3245402
0.4                                     14.9569034
0.41                                    19.9950658
0.42                                    16.8048378
0.43                                    20.1005608
0.44                                    15.5948411
0.45                                    19.757096
0.46                                    19.9113639
0.47                                    21.2803808
0.48                                    21.2529742
0.49                                    19.4435646
0.5                                     18.2953178
0.51                                    19.4268085
0.52                                    23.5906376
0.53                                    18.5117341
0.54                                    19.3048457
0.55                                    20.1960475
0.56                                    21.6952238
0.57                                    18.2937174
0.58                                    23.6669479
0.59                                    25.0868115
0.6                                     19.9310325
0.61                                    20.2947611
0.62                                    26.0595029
0.63                                    20.0358443
0.64                                    23.3557338
0.65                                    23.2664315
0.66                                    21.2996376
0.67                                    27.0734818
0.68                                    29.2878402
0.69                                    20.5722683
0.7                                     26.715303
0.71                                    24.8749343
0.72                                    24.8216805
0.73                                    23.0508182
0.74                                    23.9183065
0.75                                    26.3237467
0.76                                    26.4162236
0.77                                    26.7262529
