DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.1248695
Formation Factor (ratio)                5.6977821
Cementation Factor (ratio)              2.0186218
pore density (1/um3)                    0.0020675
Tortuosity (ratio)                      1.283472
Average Coordination Number             4.3760529
Average Throat Radius (um)              2.0985895
Average Pore Radius (um)                3.0833272
Average Throat Length (um)              8.1875874
Pore to Throat Aspect ratio             6.6300944
Specific Surface (1/um)                 0.0003251
Pore Sphericity (ratio)                 4.3215801
Grain Sphericity (ratio)                0.7991183
Average Grain Radius (um)               3.4777867
Relative Young Module (ratio)           0.1217328

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    2.3620773
0.02                                    2.2091424
0.03                                    1.9683365
0.04                                    1.9214994
0.05                                    1.80663
0.06                                    1.9161287
0.07                                    1.7695221
0.08                                    1.8015739
0.09                                    1.9066179
0.1                                     1.9171595
0.11                                    1.7039911
0.12                                    1.6006202
0.13                                    1.8501258
0.14                                    1.8315526
0.15                                    1.7273246
0.16                                    1.5877185
0.17                                    1.7858842
0.18                                    1.7370227
0.19                                    1.6670495
0.2                                     1.63969
0.21                                    1.6023683
0.22                                    1.5365314
0.23                                    1.4895489
0.24                                    1.5899603
0.25                                    1.7068768
0.26                                    1.6632735
0.27                                    1.6653938
0.28                                    1.5908661
0.29                                    1.4914986
0.3                                     1.6793021
0.31                                    1.4501362
0.32                                    1.5271553
0.33                                    1.5559066
0.34                                    1.5372702
0.35                                    1.661128
0.36                                    1.6364112
0.37                                    1.6324963
0.38                                    1.7525008
0.39                                    1.7298162
0.4                                     1.6396681
0.41                                    1.5436074
0.42                                    1.5996018
0.43                                    1.6687383
0.44                                    1.4842554
0.45                                    1.7054583
0.46                                    1.6708884
0.47                                    1.6038862
0.48                                    1.5518605
0.49                                    1.6275242
0.5                                     1.4231951
0.51                                    1.7969207
0.52                                    1.4573196
0.53                                    1.5751578
0.54                                    1.5353342
0.55                                    1.587073
0.56                                    1.5331201
0.57                                    1.4940758
0.58                                    1.5583549
0.59                                    1.5573665
0.6                                     1.4610785
0.61                                    1.4619823
0.62                                    1.4835688
0.63                                    1.5905612
0.64                                    1.6188439
0.65                                    1.457751
0.66                                    1.4565348
0.67                                    1.3921323
0.68                                    1.5412883
0.69                                    1.5582545
0.7                                     1.6163662
0.71                                    1.4067291
0.72                                    1.5513874
0.73                                    1.4491591
0.74                                    1.5461278
0.75                                    1.5512918
0.76                                    1.4254611
0.77                                    1.4329948
0.78                                    1.4968972
0.79                                    1.4499503
0.8                                     1.4090703
0.81                                    1.4185677
0.82                                    1.5111184
0.83                                    1.460337
0.84                                    1.5017061
0.85                                    1.5397286
0.86                                    1.3759845
0.87                                    1.6194713
0.88                                    1.4277107
0.89                                    1.3248998
0.9                                     1.4156755
0.91                                    1.4341095
0.92                                    1.4015814
0.93                                    1.2766548
0.94                                    1.4126811
0.95                                    1.3525925
0.96                                    1.4511698
0.97                                    1.363223
0.98                                    1.2575001
0.99                                    1.2170858
1.0                                     0.9602527


