DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.3253086
Formation Factor (ratio)                4.5479027
Cementation Factor (ratio)              2.0951076
pore density (1/um3)                    0.0012437
Tortuosity (ratio)                      1.303556
Average Coordination Number             4.3015842
Average Throat Radius (um)              2.6859931
Average Pore Radius (um)                3.3980478
Average Throat Length (um)              9.5295496
Pore to Throat Aspect ratio             7.8644481
Specific Surface (1/um)                 0.0002851
Pore Sphericity (ratio)                 5.776625
Grain Sphericity (ratio)                0.7814694
Average Grain Radius (um)               3.6827944
Relative Young Module (ratio)           0.1662072

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    2.586353
0.02                                    2.35942
0.03                                    2.2066911
0.04                                    2.1322838
0.05                                    2.0145605
0.06                                    1.9108385
0.07                                    1.924836
0.08                                    2.0857744
0.09                                    1.8255275
0.1                                     1.9096555
0.11                                    2.0076661
0.12                                    1.9030868
0.13                                    1.883567
0.14                                    1.9135936
0.15                                    1.7868934
0.16                                    1.7185237
0.17                                    1.7258468
0.18                                    1.8500144
0.19                                    1.7095616
0.2                                     1.6948341
0.21                                    1.7862437
0.22                                    1.7937216
0.23                                    1.6260979
0.24                                    1.3619266
0.25                                    1.6249219
0.26                                    1.7710221
0.27                                    1.7637028
0.28                                    1.7352558
0.29                                    1.5788081
0.3                                     1.7106386
0.31                                    1.7394764
0.32                                    1.9225995
0.33                                    1.6605771
0.34                                    1.5939869
0.35                                    1.728861
0.36                                    1.5424173
0.37                                    1.5350615
0.38                                    1.4972771
0.39                                    1.6885957
0.4                                     1.5296528
0.41                                    1.616823
0.42                                    1.675064
0.43                                    1.6581499
0.44                                    1.7624538
0.45                                    1.5929315
0.46                                    1.7197669
0.47                                    1.4699563
0.48                                    1.6275534
0.49                                    1.4787139
0.5                                     1.4920337
0.51                                    1.8859124
0.52                                    1.7637987
0.53                                    1.5142317
0.54                                    1.6959684
0.55                                    1.4821841
0.56                                    1.5880318
0.57                                    1.6442374
0.58                                    1.3431347
0.59                                    1.7845347
0.6                                     1.6662355
0.61                                    1.3725033
0.62                                    1.5662656
0.63                                    1.5144972
0.64                                    1.5297901
0.65                                    1.4739954
0.66                                    1.6286512
0.67                                    1.5654719
