DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.0598993
Formation Factor (ratio)                11.5298625
Cementation Factor (ratio)              2.0439438
pore density (1/um3)                    0.0014192
Tortuosity (ratio)                      1.3454628
Average Coordination Number             4.0312595
Average Throat Radius (um)              2.1464143
Average Pore Radius (um)                3.1087428
Average Throat Length (um)              8.686705
Pore to Throat Aspect ratio             6.618752
Specific Surface (1/um)                 0.0002246
Pore Sphericity (ratio)                 4.4544392
Grain Sphericity (ratio)                0.7769628
Average Grain Radius (um)               4.3008043
Relative Young Module (ratio)           0.1590944

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    2.0660962
0.02                                    1.628692
0.03                                    1.6980537
0.04                                    1.4261271
0.05                                    1.440877
0.06                                    1.6428924
0.07                                    1.5224352
0.08                                    1.4190133
0.09                                    1.5858305
0.1                                     1.4471179
0.11                                    1.5377888
0.12                                    1.3475823
0.13                                    1.538596
0.14                                    1.417783
0.15                                    1.4658104
0.16                                    1.6075948
0.17                                    1.5778293
0.18                                    1.4538557
0.19                                    1.5873422
0.2                                     1.4270213
0.21                                    1.3126652
0.22                                    1.4362615
0.23                                    1.2649137
0.24                                    1.4099484
0.25                                    1.4787169
0.26                                    1.5242829
0.27                                    1.5011305
0.28                                    1.4198489
0.29                                    1.4331164
0.3                                     1.4880783
0.31                                    1.395714
0.32                                    1.4690096
0.33                                    1.5660399
0.34                                    1.5049329
0.35                                    1.3767082
0.36                                    1.4694816
0.37                                    1.3015997
0.38                                    1.47745
0.39                                    1.5330923
0.4                                     1.5782657
0.41                                    1.3141762
0.42                                    1.3694033
0.43                                    1.4007355
0.44                                    1.3232238
0.45                                    1.6068295
0.46                                    1.370462
0.47                                    1.5075977
0.48                                    1.5482718
0.49                                    1.4908036
0.5                                     1.2936918
0.51                                    1.5286527
0.52                                    1.3344549
0.53                                    1.4183145
0.54                                    1.5840465
0.55                                    1.385482
0.56                                    1.5846094
0.57                                    1.5483198
0.58                                    1.4546144
0.59                                    1.3769903
0.6                                     1.4783491
0.61                                    1.3314873
0.62                                    1.5412848
0.63                                    1.6012178
0.64                                    1.5262544
0.65                                    1.320835
0.66                                    1.5688418
0.67                                    1.388216
0.68                                    1.505355
