DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.0027824
Formation Factor (ratio)                73.5236204
Cementation Factor (ratio)              2.74222
pore density (1/um3)                    0.0014126
Tortuosity (ratio)                      1.6664117
Average Coordination Number             2.4281814
Average Throat Radius (um)              1.6656416
Average Pore Radius (um)                2.2326163
Average Throat Length (um)              7.049283
Pore to Throat Aspect ratio             4.2677743
Specific Surface (1/um)                 0.0001386
Pore Sphericity (ratio)                 3.1712272
Grain Sphericity (ratio)                0.7651668
Average Grain Radius (um)               4.3819244
Relative Young Module (ratio)           0.4594512

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    1.089756
0.02                                    1.124997
0.03                                    1.2602884
0.04                                    1.3257257
0.05                                    1.0575835
0.06                                    1.246907
0.07                                    1.1167172
0.08                                    1.1712522
0.09                                    1.1117543
0.1                                     1.0710411
0.11                                    0.7795942
0.12                                    0.8944924
0.13                                    1.1562195
0.14                                    0.9889036
0.15                                    0.8993301
0.16                                    0.9031957
0.17                                    1.2398775
0.18                                    0.7736084
0.19                                    0.9611126
0.2                                     1.1748569
0.21                                    1.0677947
0.22                                    0.8941253
0.23                                    0.8652348
0.24                                    0.9350921
0.25                                    0.8285032
0.26                                    0.8753293
0.27                                    0.7184499
0.28                                    0.8317275
0.29                                    0.6676186
0.3                                     0.7269015
0.31                                    0.6687148
0.32                                    1.0026988
0.33                                    0.7126982
0.34                                    0.9884368
0.35                                    0.5895065
0.36                                    0.7872869
0.37                                    0.7552171
0.38                                    0.841648
0.39                                    0.7508025
0.4                                     0.8720238
0.41                                    0.6644199
0.42                                    0.8742676
0.43                                    0.9003247
0.44                                    0.6584923
0.45                                    0.8634942
0.46                                    0.7041356
0.47                                    0.7972871
0.48                                    0.842262
0.49                                    1.1202205
0.5                                     0.7794334
0.51                                    0.677194
0.52                                    0.7601893
0.53                                    0.7065592
0.54                                    0.6227626
0.55                                    0.5496622
0.56                                    0.908634
0.57                                    0.6672372
0.58                                    0.7160194
0.59                                    0.8451344
0.6                                     0.5808996
0.61                                    0.6952432
0.62                                    0.8854957
0.63                                    0.7992414
0.64                                    0.8399201
0.65                                    0.7944405
0.66                                    0.5847657
0.67                                    0.6795374
0.68                                    0.8636133
0.69                                    0.7527088
0.7                                     0.7312767
0.71                                    0.7444512
0.72                                    0.9469867
0.73                                    1.0411511
0.74                                    0.5438504
0.75                                    0.7183472
0.76                                    0.6882552
0.77                                    0.7068284
0.78                                    0.8340053
0.79                                    0.5744856
0.8                                     0.5912028
0.81                                    0.6200256
0.82                                    0.6753573
0.83                                    0.5513241
0.84                                    0.7006753
0.85                                    0.6420971
0.86                                    0.7166972
0.87                                    0.5857969
