DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.2580355
Formation Factor (ratio)                4.6026031
Cementation Factor (ratio)              2.0184139
pore density (1/um3)                    0.0014018
Tortuosity (ratio)                      1.2762006
Average Coordination Number             4.8001754
Average Throat Radius (um)              2.4913844
Average Pore Radius (um)                3.5175327
Average Throat Length (um)              8.9375456
Pore to Throat Aspect ratio             8.0362712
Specific Surface (1/um)                 0.0002971
Pore Sphericity (ratio)                 5.2856289
Grain Sphericity (ratio)                0.7887418
Average Grain Radius (um)               3.4866509
Relative Young Module (ratio)           0.1013992

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    2.4675313
0.02                                    2.1541788
0.03                                    1.9261481
0.04                                    2.0740466
0.05                                    1.9130311
0.06                                    1.8927957
0.07                                    1.9660743
0.08                                    1.7214275
0.09                                    1.9360337
0.1                                     1.8682932
0.11                                    1.8803783
0.12                                    1.8262148
0.13                                    1.7134683
0.14                                    1.9148604
0.15                                    1.7834227
0.16                                    1.8750545
0.17                                    1.883851
0.18                                    1.6788593
0.19                                    1.7374535
0.2                                     1.7584185
0.21                                    1.7259215
0.22                                    1.7267916
0.23                                    1.9227943
0.24                                    1.8045504
0.25                                    1.7680293
0.26                                    1.6695859
0.27                                    1.7829415
0.28                                    1.7615127
0.29                                    1.763125
0.3                                     1.7201231
0.31                                    1.7728655
0.32                                    1.6362195
0.33                                    1.7370215
0.34                                    1.5505222
0.35                                    1.8055889
0.36                                    1.5406781
0.37                                    1.7599352
0.38                                    1.8428038
0.39                                    1.4867604
0.4                                     1.7239514
0.41                                    1.6544755
0.42                                    1.588367
0.43                                    1.6581351
0.44                                    1.8612541
0.45                                    1.7232818
0.46                                    1.6936354
0.47                                    1.8373168
0.48                                    1.7178203
0.49                                    1.5379108
0.5                                     1.7350616
0.51                                    1.6474942
0.52                                    1.6406056
0.53                                    1.6248545
0.54                                    1.7446152
0.55                                    1.5114645
0.56                                    1.7307606
0.57                                    1.5687063
0.58                                    1.7945105
0.59                                    1.7142247
0.6                                     1.6823089
0.61                                    1.6673973
0.62                                    1.7330472
0.63                                    1.77941
0.64                                    1.7080321
0.65                                    1.7788054
0.66                                    1.6215756
0.67                                    1.7834592
0.68                                    1.4727565
0.69                                    1.6599181
0.7                                     1.6327687
0.71                                    1.5556329
0.72                                    1.6051182
0.73                                    1.6230341
0.74                                    1.5693888
0.75                                    1.6161146
0.76                                    1.6279248
0.77                                    1.5674141
0.78                                    1.6133531
0.79                                    1.3842786
0.8                                     1.6660484
0.81                                    1.6186316
0.82                                    1.5925167
0.83                                    1.4567953
0.84                                    1.6495576
0.85                                    1.6377244
0.86                                    1.6473333
0.87                                    1.6939696
0.88                                    1.6357289
0.89                                    1.6049802
0.9                                     1.5472737
0.91                                    1.5990776
0.92                                    1.5172164
0.93                                    1.4335131
0.94                                    1.4197276
0.95                                    1.4295299
0.96                                    1.6867622
0.97                                    1.4763607
0.98                                    1.390363
0.99                                    1.5550065
1.0                                     1.1534583


