DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             0.9189244
Formation Factor (ratio)                3.2799956
Cementation Factor (ratio)              2.0879878
pore density (1/um3)                    0.0008341
Tortuosity (ratio)                      1.2732505
Average Coordination Number             4.3044714
Average Throat Radius (um)              3.1681978
Average Pore Radius (um)                4.0522414
Average Throat Length (um)              10.9362052
Pore to Throat Aspect ratio             10.4012712
Specific Surface (1/um)                 0.0003332
Pore Sphericity (ratio)                 7.1760134
Grain Sphericity (ratio)                0.76619
Average Grain Radius (um)               3.30889
Relative Young Module (ratio)           0.1455999

__________________________________________________
       ### Functions and distributions ###
__________________________________________________


# Leveret J Function (ratio)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    3.2496548
0.02                                    3.5882121
0.03                                    3.7184497
0.04                                    3.1618234
0.05                                    3.0088488
0.06                                    2.9667339
0.07                                    2.7274398
0.08                                    3.0591466
0.09                                    2.9780067
0.1                                     2.7037804
0.11                                    2.5461522
0.12                                    2.4659157
0.13                                    2.6640404
0.14                                    2.3772703
0.15                                    2.6444489
0.16                                    2.2564853
0.17                                    2.4325291
0.18                                    2.3141382
0.19                                    2.2271432
0.2                                     2.4890129
0.21                                    2.5854503
0.22                                    2.0378463
0.23                                    2.2241913
0.24                                    2.0761523
0.25                                    2.0361741
0.26                                    1.9421694
0.27                                    1.9717343
0.28                                    2.1251351
0.29                                    2.093497
0.3                                     2.0670667
0.31                                    2.0102672
0.32                                    2.2448625
0.33                                    2.1570479
0.34                                    1.7770346
0.35                                    2.1392811
0.36                                    1.9159642
0.37                                    2.0661712
0.38                                    1.971664
0.39                                    2.3885121
0.4                                     2.0185533
0.41                                    1.9832754
0.42                                    1.8018475
0.43                                    2.1002251
0.44                                    2.3105719
0.45                                    2.0108714
0.46                                    2.0666335
0.47                                    1.817312
0.48                                    1.7879294
0.49                                    1.8519454
0.5                                     1.9447066
0.51                                    1.8930707
0.52                                    1.9376958
0.53                                    1.7236639
0.54                                    1.9496047
0.55                                    1.7617621
0.56                                    1.9350087
0.57                                    1.6318325
0.58                                    2.0665067
0.59                                    1.849102
0.6                                     1.7379003
0.61                                    1.6120523
0.62                                    1.8142451
0.63                                    1.8491413
0.64                                    1.9311034
0.65                                    1.575341
0.66                                    1.7542095
0.67                                    1.9825967
0.68                                    1.7383675
0.69                                    1.8413208
0.7                                     1.7990302
0.71                                    1.7006946
0.72                                    1.6836152
0.73                                    1.7753901
0.74                                    1.6704835
0.75                                    1.6534307
0.76                                    1.7606159
0.77                                    1.6996572
0.78                                    1.9029919
0.79                                    1.8025515
0.8                                     1.4147851
0.81                                    1.9600508
0.82                                    1.7403276
0.83                                    1.8293861
0.84                                    1.8293517
0.85                                    1.7617374
0.86                                    2.0083147
0.87                                    1.7979243
0.88                                    1.4639125
0.89                                    1.7581386
0.9                                     1.5654928
0.91                                    1.7077558
0.92                                    1.4982249
0.93                                    1.7852289
0.94                                    1.4248986
0.95                                    1.803182
0.96                                    1.4051679
0.97                                    1.6335225
0.98                                    1.5703821
0.99                                    1.5395009
1.0                                     1.0290612


# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.0168732
0.02                                    0.0187945
0.03                                    0.0208231
0.04                                    0.0259958
0.05                                    0.0242358
0.06                                    0.0145667
0.07                                    0.0286803
0.08                                    0.0148397
0.09                                    0.0115491
0.1                                     0.0392673
0.11                                    0.0350834
0.12                                    0.0144605
0.13                                    0.029915
0.14                                    0.0216464
0.15                                    0.0351419
0.16                                    0.0141734
0.17                                    0.0144576
0.18                                    0.0147172
0.19                                    0.0283742
0.2                                     0.0186496
0.21                                    0.015586
0.22                                    0.0493305
0.23                                    0.0408417
0.24                                    0.0321464
0.25                                    0.0118676
0.26                                    0.033861
0.27                                    0.0283626
0.28                                    0.0503814
0.29                                    0.0389666
0.3                                     0.047422
0.31                                    0.0329612
0.32                                    0.0583532
0.33                                    0.0489682
0.34                                    0.0838206
0.35                                    0.0641715
0.36                                    0.0589326
0.37                                    0.1079097
0.38                                    0.0753985
0.39                                    0.0623539
0.4                                     0.0985059
0.41                                    0.0728894
0.42                                    0.07525
0.43                                    0.1034591
0.44                                    0.0793189
0.45                                    0.0765598
0.46                                    0.0808209
0.47                                    0.0877673
0.48                                    0.0671785
0.49                                    0.0909408
0.5                                     0.0767295
0.51                                    0.0858809
0.52                                    0.0854554
0.53                                    0.0729831
0.54                                    0.1183449
0.55                                    0.0871496
0.56                                    0.0926887
0.57                                    0.1042344
0.58                                    0.1045297
0.59                                    0.0948488
0.6                                     0.0992613
0.61                                    0.1227065
0.62                                    0.1060454
0.63                                    0.1210696
0.64                                    0.1268967
0.65                                    0.1017398
0.66                                    0.1259
0.67                                    0.150412
0.68                                    0.1267252
0.69                                    0.1587095
0.7                                     0.1519293
0.71                                    0.1368978
0.72                                    0.1655462
0.73                                    0.1765094
0.74                                    0.1635812
0.75                                    0.1851638
0.76                                    0.1606629
0.77                                    0.1718905
0.78                                    0.1991571
0.79                                    0.234865
0.8                                     0.1764578
0.81                                    0.2230207
0.82                                    0.1830389
0.83                                    0.2171538
0.84                                    0.2505068
0.85                                    0.2567605
0.86                                    0.2574584
0.87                                    0.2384969
0.88                                    0.2593197
0.89                                    0.3056147
0.9                                     0.2966687
0.91                                    0.3209119
0.92                                    0.3484457
0.93                                    0.35006
0.94                                    0.3542785
0.95                                    0.4266073
0.96                                    0.3737787
0.97                                    0.4221035
0.98                                    0.4581452
0.99                                    0.4357679
1.0                                     0.9774405


# Non-Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.9832478
0.02                                    0.8659472
0.03                                    0.7874933
0.04                                    0.8356105
0.05                                    0.8282102
0.06                                    0.8525179
0.07                                    0.827445
0.08                                    0.8613151
0.09                                    0.8467324
0.1                                     0.8606494
0.11                                    0.8587114
0.12                                    0.8444797
0.13                                    0.8265059
0.14                                    0.8057985
0.15                                    0.8161669
0.16                                    0.8162657
0.17                                    0.8342129
0.18                                    0.8498291
0.19                                    0.8154627
0.2                                     0.8109654
0.21                                    0.8213941
0.22                                    0.7953722
0.23                                    0.8205403
0.24                                    0.7765379
0.25                                    0.7954942
0.26                                    0.785274
0.27                                    0.7962593
0.28                                    0.7282921
0.29                                    0.7088188
0.3                                     0.7152928
0.31                                    0.7384685
0.32                                    0.7123401
0.33                                    0.7159471
0.34                                    0.6937935
0.35                                    0.6886556
0.36                                    0.6947028
0.37                                    0.7232248
0.38                                    0.7100825
0.39                                    0.6848211
0.4                                     0.718557
0.41                                    0.7039605
0.42                                    0.7146869
0.43                                    0.6800951
0.44                                    0.6648725
0.45                                    0.6625069
0.46                                    0.681022
0.47                                    0.6462657
0.48                                    0.6510463
0.49                                    0.637907
0.5                                     0.6755216
0.51                                    0.5853858
0.52                                    0.6483653
0.53                                    0.6207529
0.54                                    0.6234576
0.55                                    0.6177428
0.56                                    0.5673674
0.57                                    0.6132753
0.58                                    0.6085023
0.59                                    0.5799519
0.6                                     0.5773507
0.61                                    0.6488577
0.62                                    0.6417792
0.63                                    0.5723789
0.64                                    0.5560213
0.65                                    0.5866305
0.66                                    0.5348746
0.67                                    0.5511435
0.68                                    0.5474629
0.69                                    0.4847974
0.7                                     0.5583433
0.71                                    0.5260593
0.72                                    0.5152483
0.73                                    0.4895914
0.74                                    0.4815583
0.75                                    0.4976224
0.76                                    0.4404576
0.77                                    0.5464166
0.78                                    0.5446939
0.79                                    0.4076708
0.8                                     0.5149431
0.81                                    0.5172699
0.82                                    0.5145832
0.83                                    0.5371989
0.84                                    0.5321686
0.85                                    0.5539657
0.86                                    0.514843
0.87                                    0.5044888
0.88                                    0.5089421
0.89                                    0.4996823
0.9                                     0.4487432
0.91                                    0.5448636
0.92                                    0.4070838
0.93                                    0.4044818
0.94                                    0.417431
0.95                                    0.3452327
0.96                                    0.3385803
0.97                                    0.292981
0.98                                    0.2373448
0.99                                    0.1583873
1.0                                     0.0188364


# Two-point Correlation Function (1/um)
--------------------------------------------------
lag (px)                                Value
--------------------------------------------------
0.5                                     0.5287673
1.0                                     0.5257524
1.5                                     0.525028
2.0                                     0.5228841
2.5                                     0.5187538
3.0                                     0.5190793
3.5                                     0.518672
4.0                                     0.5120181
4.5                                     0.5099301
5.0                                     0.5050049
5.5                                     0.5071342
6.0                                     0.5029827
6.5                                     0.5023789
7.0                                     0.5082482
7.5                                     0.507389
8.0                                     0.4993762
8.5                                     0.4886671
9.0                                     0.4961066
9.5                                     0.4954974
10.0                                    0.5029305
10.5                                    0.4900107
11.0                                    0.4904628
11.5                                    0.483827
12.0                                    0.4931147
12.5                                    0.4872803
13.0                                    0.4974446
13.5                                    0.4833191
14.0                                    0.4896476
14.5                                    0.4923523
15.0                                    0.4889845
15.5                                    0.4846807
16.0                                    0.4833775
16.5                                    0.4803856
17.0                                    0.477134
17.5                                    0.4791174
18.0                                    0.4773018
18.5                                    0.4768422
19.0                                    0.4716516
19.5                                    0.4703937
20.0                                    0.474547
20.5                                    0.4709422
21.0                                    0.483536
21.5                                    0.4818396
22.0                                    0.48598
22.5                                    0.4705558
23.0                                    0.470732
23.5                                    0.4686427
24.0                                    0.4541553
24.5                                    0.4688891
25.0                                    0.4740111
25.5                                    0.4624259
26.0                                    0.4686782
26.5                                    0.4694747
27.0                                    0.4731857
27.5                                    0.471895
28.0                                    0.4517616
28.5                                    0.4741879
29.0                                    0.4656339
29.5                                    0.4558256
30.0                                    0.4590085
30.5                                    0.4486397
31.0                                    0.4578018
31.5                                    0.471589
32.0                                    0.4561148
32.5                                    0.4613287
33.0                                    0.4464314
33.5                                    0.4619928
34.0                                    0.4583241
34.5                                    0.4592843
35.0                                    0.454272
35.5                                    0.4546486
36.0                                    0.4523063
36.5                                    0.4651443
37.0                                    0.4503884
37.5                                    0.4496176
38.0                                    0.4482971
38.5                                    0.4452911
39.0                                    0.4552943
39.5                                    0.4500032
40.0                                    0.4492703
40.5                                    0.4597381
41.0                                    0.4492265
41.5                                    0.4533249
42.0                                    0.4477216
42.5                                    0.436689
43.0                                    0.4494034
43.5                                    0.4417487
44.0                                    0.4450536
44.5                                    0.4316309
45.0                                    0.4386265
45.5                                    0.4496004
46.0                                    0.437215
46.5                                    0.4551967
47.0                                    0.4583207
47.5                                    0.4436067
48.0                                    0.4408633
48.5                                    0.4371665
49.0                                    0.4556585
49.5                                    0.4461584
50.0                                    0.4366108


# Pore Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    6.3224607
0.02                                    7.0075023
0.03                                    9.4192331
0.04                                    10.9094032
0.05                                    11.162005
0.06                                    12.2867469
0.07                                    18.989865
0.08                                    13.3454496
0.09                                    12.4985531
0.1                                     14.3360572
0.11                                    13.4117731
0.12                                    14.3704749
0.13                                    13.4089319
0.14                                    16.8054039
0.15                                    11.3793552
0.16                                    13.7502789
0.17                                    15.2979552
0.18                                    16.3402436
0.19                                    16.9848612
0.2                                     17.687252
0.21                                    17.8839842
0.22                                    13.9206051
0.23                                    14.0977588
0.24                                    15.5177861
0.25                                    15.0024927
0.26                                    16.7756521
0.27                                    15.2904756
0.28                                    18.5399686
0.29                                    18.0365447
0.3                                     17.0241889
0.31                                    18.5084389
0.32                                    14.2742198
0.33                                    14.9914342
0.34                                    18.123734
0.35                                    18.101327
0.36                                    16.3126881
0.37                                    18.9429832
0.38                                    17.1851144
0.39                                    18.6335852
0.4                                     20.0628362
0.41                                    16.8677183
0.42                                    16.3345464
0.43                                    20.1962301
0.44                                    19.8906027
0.45                                    18.6809311
0.46                                    19.2208974
